step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed
792,230,1,161,298,528,0,5256.0,22.85217391304348,1.9391153617594687
793,230,1,166,298,528,0,5422.0,23.57391304347826,1.943391787362836
794,228,2,170,300,528,0,5592.0,24.526315789473685,1.8681769468631613
795,228,2,175,301,529,0,5766.0,25.289473684210527,1.755109761180741
796,229,1,178,301,530,0,5943.0,25.951965065502183,1.6562732224448606
797,230,1,180,301,531,0,6122.0,26.617391304347827,1.566930046593383
798,231,1,181,301,532,0,6302.0,27.28138528138528,1.5081447067633118
799,231,1,180,301,532,0,6482.0,28.060606060606062,1.5629280135921322
800,232,1,182,301,533,0,6663.0,28.719827586206897,1.5139783863737828
801,233,1,185,301,534,0,6847.0,29.386266094420602,1.5234691498204107
802,233,1,185,301,534,0,7032.0,30.180257510729614,1.4659821409411735
803,234,1,187,301,535,0,7218.0,30.846153846153847,1.4676470297589586
804,235,1,189,301,536,0,7406.0,31.514893617021276,1.4189189294615732
805,234,1,190,302,536,0,7596.0,32.46153846153846,1.3273150725726384
806,235,1,194,302,537,0,7789.0,33.14468085106383,1.261426686395891
807,236,1,196,302,538,0,7984.0,33.83050847457627,1.1998533097339539
808,235,1,196,303,538,0,8180.0,34.808510638297875,1.0578472406267077
809,235,1,200,304,539,0,8379.0,35.65531914893617,0.9874646587795588
810,236,1,134,304,540,0,6593.0,27.9364406779661,1.6114265098187663
811,235,1,105,305,540,0,5806.0,24.706382978723404,2.240863046677024
812,235,1,90,306,541,0,5392.0,22.94468085106383,2.948595718208857
813,236,1,81,306,542,0,5109.0,21.64830508474576,3.740135089293523
814,234,1,73,308,542,0,4929.0,21.064102564102566,4.479151302564485
815,235,1,71,308,543,0,4871.0,20.727659574468085,5.114363596537616
816,235,1,71,309,544,0,4860.0,20.680851063829788,5.6972688414173485
817,233,1,71,311,544,0,4849.0,20.811158798283262,6.0214839950147665
818,233,1,71,312,545,0,4833.0,20.742489270386265,6.211747665709332
819,234,1,71,312,546,0,4900.0,20.94017094017094,6.1801017965225284
820,234,1,71,312,546,0,4889.0,20.89316239316239,6.040223545769746
821,235,1,74,312,547,0,4881.0,20.770212765957446,6.016240235695003
822,234,2,76,313,547,0,4881.0,20.858974358974358,5.917978689767738
823,233,2,79,314,547,0,4884.0,20.96137339055794,5.804382441214347
824,232,1,85,317,549,0,4913.0,21.176724137931036,5.664568974604755
825,233,1,87,317,550,0,4958.0,21.278969957081546,5.410316289523314
826,231,1,90,319,550,0,5048.0,21.852813852813853,5.2101585862188795
827,230,1,98,321,551,0,5145.0,22.369565217391305,4.922613353439095
828,230,1,102,322,552,0,5246.0,22.808695652173913,4.699506204267944
829,228,1,106,324,552,0,5352.0,23.473684210526315,4.476682015817363
830,226,1,113,327,553,0,5463.0,24.172566371681416,4.2854525349744845
831,227,1,119,327,554,0,5523.0,24.330396475770925,4.143352057490395
832,225,1,120,329,554,0,5587.0,24.83111111111111,3.927420875441588
833,226,1,122,329,555,0,5651.0,25.004424778761063,3.8766287743860444
834,226,1,125,330,556,0,5763.0,25.5,3.6960201855625767
835,226,1,129,330,556,0,5892.0,26.07079646017699,3.661981948059736
836,227,1,132,330,557,0,6023.0,26.53303964757709,3.7028404859938675
837,227,1,134,331,558,0,6156.0,27.11894273127753,3.63524316454256
838,225,1,135,333,558,0,6273.0,27.88,3.4938259276091523
839,226,1,135,333,559,0,6377.0,28.216814159292035,3.3641742880569647
840,227,1,129,333,560,0,6185.0,27.24669603524229,3.434114274541572
841,227,1,125,333,560,0,6214.0,27.374449339207047,3.6311022936689366
842,228,1,126,333,561,0,6266.0,27.482456140350877,3.674944577876175
843,229,1,126,333,562,0,6342.0,27.694323144104803,3.6737442099153164
844,228,1,128,334,562,0,6461.0,28.337719298245613,3.6152344553120663
845,227,1,131,336,563,0,6590.0,29.030837004405285,3.5356395720181686
846,227,1,133,337,564,0,6722.0,29.612334801762113,3.596650224006292
847,227,1,136,337,564,0,6858.0,30.211453744493394,3.718215073335869
848,227,1,137,338,565,0,6994.0,30.81057268722467,3.668919832510201
849,227,1,138,339,566,0,7131.0,31.41409691629956,3.53361623641981
850,227,1,138,339,566,0,7262.0,31.991189427312776,3.4644848108684934
851,227,1,137,340,567,0,7357.0,32.409691629955944,3.429478490710242
852,228,1,140,340,568,0,7475.0,32.78508771929825,3.3299806521145747
853,227,1,139,341,568,0,7605.0,33.502202643171806,3.1420893698081978
854,227,1,142,342,569,0,7746.0,34.12334801762115,2.9358724999242467
855,227,1,113,343,570,0,6920.0,30.484581497797357,3.0359883667971017
856,227,1,100,343,570,0,6418.0,28.273127753303964,3.396760782214015
857,228,1,96,343,571,0,6168.0,27.05263157894737,3.752377125632419
858,229,1,95,343,572,0,6068.0,26.497816593886462,4.048624382200775
859,229,1,94,343,572,0,5935.0,25.91703056768559,4.2480962047964566
860,230,1,92,343,573,0,5714.0,24.843478260869563,4.370007327293806
861,230,1,92,344,574,0,5574.0,24.234782608695653,4.424398550553425
862,230,1,93,344,574,0,5435.0,23.630434782608695,4.425287742151156
863,229,1,96,346,575,0,5340.0,23.31877729257642,4.33474253932405
864,229,1,103,347,576,0,5411.0,23.62882096069869,4.226424651095023
865,229,1,101,347,576,0,5322.0,23.240174672489083,4.0709634066953635
866,229,1,106,348,577,0,5237.0,22.868995633187772,3.9777450224877233
867,230,1,107,348,578,0,5152.0,22.4,3.8437459942049426
868,229,1,110,349,578,0,5074.0,22.157205240174672,3.584920113158424
869,230,1,115,349,579,0,5029.0,21.86521739130435,3.4151053290432394
870,231,1,114,349,580,0,5017.0,21.71861471861472,3.366565650522276
871,231,1,111,349,580,0,4886.0,21.151515151515152,3.3332214337203685
872,231,1,116,350,581,0,4830.0,20.90909090909091,3.2831612078628987
873,232,1,118,350,582,0,4790.0,20.646551724137932,3.2745895843946737
874,232,1,120,350,582,0,4753.0,20.487068965517242,3.1684209846649423
875,231,1,123,352,583,0,4715.0,20.41125541125541,3.134353202176375
876,232,1,125,352,584,0,4536.0,19.551724137931036,3.1894565644964903
877,232,1,127,352,584,0,4599.0,19.823275862068964,3.1794706922652454
878,233,1,131,352,585,0,4728.0,20.29184549356223,3.158684166654043
879,233,1,136,353,586,0,4863.0,20.871244635193133,3.008026644047674
880,232,1,136,354,586,0,4895.0,21.099137931034484,2.844455586642176
881,232,1,142,355,587,0,4962.0,21.387931034482758,2.5764793743492485
882,232,1,145,356,588,0,5106.0,22.00862068965517,2.3299380956779903
883,232,1,153,356,588,0,5259.0,22.66810344827586,2.210859859779786
884,233,1,162,356,589,0,5417.0,23.248927038626608,2.1412200674341895
885,234,1,164,356,590,0,5580.0,23.846153846153847,1.9971468453267627
886,234,1,163,356,590,0,5741.0,24.534188034188034,1.8945451999481489
887,234,1,172,357,591,0,5912.0,25.264957264957264,1.8017053357223185
888,235,1,172,357,592,0,6075.0,25.851063829787233,1.7254747729891795
889,235,1,175,357,592,0,6250.0,26.595744680851062,1.6863604903719924
890,235,1,179,358,593,0,6427.0,27.348936170212767,1.5445039162502128
891,236,1,183,358,594,0,6609.0,28.00423728813559,1.4176248890036083
892,236,1,183,358,594,0,6791.0,28.77542372881356,1.3469756530384547
893,237,1,188,358,595,0,6977.0,29.438818565400844,1.2931357857755152
894,238,1,191,358,596,0,7167.0,30.113445378151262,1.2448438160973467
895,238,1,193,358,596,0,7360.0,30.92436974789916,1.2212748110485587
896,239,1,194,358,597,0,7550.0,31.589958158995817,1.124126046995697
897,240,1,196,358,598,0,7745.0,32.270833333333336,1.0293755296404756
898,239,1,201,359,598,0,7946.0,33.24686192468619,0.9798425683864106
899,240,1,205,359,599,0,8150.0,33.958333333333336,0.8808665045811294
900,241,1,126,359,600,0,5676.0,23.551867219917014,1.5519891114523132
901,241,1,94,359,600,0,4659.0,19.33195020746888,2.402106815536358
902,242,1,82,359,601,0,4128.0,17.05785123966942,3.2364101249216515
903,242,2,77,359,601,0,3716.0,15.355371900826446,4.029836616358066
904,241,2,71,360,601,0,3379.0,14.020746887966805,4.7415124906283515
905,243,1,69,360,603,0,3159.0,13.0,5.265569254056206
906,241,1,66,363,604,0,2972.0,12.33195020746888,5.604601728794585
907,238,1,64,366,604,0,2811.0,11.8109243697479,5.732803655079861
908,238,1,64,367,605,0,2654.0,11.15126050420168,5.778639403011279
909,237,1,64,369,606,0,2501.0,10.552742616033756,5.709174953296988
910,236,1,67,370,606,0,2407.0,10.19915254237288,5.7095116517068005
911,237,1,70,370,607,0,2283.0,9.632911392405063,5.605778350573846
912,237,1,73,371,608,0,2158.0,9.10548523206751,5.611379990595137
913,237,1,75,371,608,0,2074.0,8.751054852320674,5.602287854053723
914,237,1,79,372,609,0,1989.0,8.39240506329114,5.546200110836013
915,237,1,81,373,610,0,1902.0,8.025316455696203,5.474190575866706
916,237,1,77,373,610,0,1812.0,7.6455696202531644,5.401715225104199
917,238,1,86,373,611,0,1769.0,7.432773109243698,5.202334711779318
918,239,1,87,373,612,0,1754.0,7.338912133891213,4.999556451164705
919,239,1,88,373,612,0,1744.0,7.297071129707113,4.836543581705191
920,239,1,97,374,613,0,1740.0,7.2803347280334725,4.622796915778443
921,239,2,101,374,613,0,1713.0,7.167364016736402,4.459711911489785
922,239,2,106,374,613,0,1740.0,7.2803347280334725,4.270465491147602
923,238,2,115,376,614,0,1851.0,7.777310924369748,4.104424014882444
924,238,2,120,377,615,0,1949.0,8.1890756302521,3.936418058550178
925,237,2,122,378,615,0,2064.0,8.708860759493671,3.8354116673256917
926,237,2,128,379,616,0,2185.0,9.219409282700422,3.747724604283972
927,238,2,132,379,617,0,2316.0,9.731092436974789,3.592500336893699
928,237,2,135,380,617,0,2451.0,10.341772151898734,3.39952639924865
929,236,2,136,382,618,0,2542.0,10.771186440677965,3.264769293398741
930,237,2,129,382,619,0,2475.0,10.443037974683545,3.351828188060516
931,237,2,128,382,619,0,2532.0,10.683544303797468,3.359960415341267
932,237,2,132,383,620,0,2643.0,11.151898734177216,3.3204706373343966
933,238,2,139,383,621,0,2764.0,11.61344537815126,3.333718468423232
934,238,2,138,383,621,0,2896.0,12.168067226890756,3.3458450214431403
935,239,2,144,383,622,0,3039.0,12.715481171548117,3.2886007551910423
936,239,3,145,383,622,0,3184.0,13.322175732217573,3.2309108017913664
937,239,3,150,383,622,0,3334.0,13.94979079497908,3.2517983199280245
938,240,3,154,383,623,0,3487.0,14.529166666666667,3.2209836927115054
939,240,3,155,384,624,0,3607.0,15.029166666666667,3.1688098726071474
940,240,3,156,384,624,0,3763.0,15.679166666666667,3.1335162967831187
941,238,3,158,387,625,0,3870.0,16.26050420168067,3.0144065775932107
942,240,2,158,387,627,0,3984.0,16.6,2.9582339201322565
943,240,2,155,387,627,0,4109.0,17.120833333333334,2.874957147419033
944,240,3,155,387,627,0,4248.0,17.7,2.7620148301758594
945,241,3,130,387,628,0,3476.0,14.423236514522822,2.8905020680838778
946,240,3,113,388,628,0,2966.0,12.358333333333333,3.127935125937133
947,240,3,103,389,629,0,2700.0,11.25,3.4345574402116252
948,239,3,99,391,630,0,2632.0,11.01255230125523,3.7352635165387467
949,240,2,100,391,631,0,2546.0,10.608333333333333,4.073000786485161
950,240,2,99,392,632,0,2450.0,10.208333333333334,4.234791598349685
951,240,2,98,393,633,0,2401.0,10.004166666666666,4.407053302750887
952,239,2,97,394,633,0,2339.0,9.786610878661088,4.420610749277459
953,240,2,100,394,634,0,2281.0,9.504166666666666,4.437820409512767
954,240,2,103,395,635,0,2229.0,9.2875,4.313488107032474
955,238,2,106,397,635,0,2259.0,9.491596638655462,4.192050781592593
956,238,2,108,398,636,0,2209.0,9.281512605042018,4.07551733682992
957,237,2,109,400,637,0,2174.0,9.172995780590718,3.8622630603473453
958,237,2,114,400,637,0,2226.0,9.39240506329114,3.8389131587103087
959,235,2,116,403,638,0,2230.0,9.48936170212766,3.6351485844752545
960,234,2,114,405,639,0,2173.0,9.286324786324787,3.563653618914226
961,233,2,114,406,639,0,2177.0,9.343347639484978,3.4649110242828156
962,234,2,112,406,640,0,2150.0,9.188034188034187,3.349313797154826
963,234,2,114,407,641,0,2247.0,9.602564102564102,3.1436389690832613
964,234,2,119,407,641,0,2301.0,9.833333333333334,2.9719352972904463
965,235,2,126,407,642,0,2369.0,10.080851063829787,2.7328739289695476
966,236,2,133,407,643,0,2496.0,10.576271186440678,2.58702041173225
967,235,2,136,408,643,0,2504.0,10.65531914893617,2.3793471468259066
968,236,2,143,408,644,0,2645.0,11.207627118644067,2.205199421092433
969,237,2,147,408,645,0,2791.0,11.776371308016877,2.0543133313484576
970,237,2,152,408,645,0,2943.0,12.417721518987342,1.9449517783599959
971,237,2,164,409,646,0,3106.0,13.10548523206751,1.784778233075906
972,237,2,169,410,647,0,3242.0,13.679324894514767,1.6750878542978005
973,237,2,173,410,647,0,3407.0,14.375527426160337,1.6552026795901127
974,238,2,177,410,648,0,3576.0,15.025210084033613,1.6325862874441652
975,237,2,180,412,649,0,3755.0,15.843881856540085,1.5714570689419558
976,237,2,180,412,649,0,3935.0,16.60337552742616,1.5560783572413734
977,237,2,187,413,650,0,4121.0,17.38818565400844,1.5366976756494655
978,238,2,188,413,651,0,4308.0,18.100840336134453,1.5113094549387602
979,238,2,190,413,651,0,4454.0,18.714285714285715,1.461060380919754
980,239,2,194,413,652,0,4638.0,19.405857740585773,1.3995944431129175
981,240,2,193,413,653,0,4823.0,20.095833333333335,1.3257560577682992
982,240,2,194,413,653,0,5010.0,20.875,1.2536970386061508
983,241,2,196,413,654,0,5205.0,21.597510373443985,1.1406129865854808
984,242,2,200,413,655,0,5404.0,22.330578512396695,1.0152634527874804
985,242,2,203,413,655,0,5607.0,23.169421487603305,0.9602272827281965
986,243,2,210,413,656,0,5816.0,23.93415637860082,0.9653501889585479
987,244,2,212,413,657,0,6027.0,24.700819672131146,0.948251872125824
988,244,2,213,413,657,0,6240.0,25.57377049180328,0.9347328957109277
989,246,1,216,413,659,0,6454.0,26.235772357723576,0.9465249556326161
990,247,1,146,413,660,0,4364.0,17.668016194331983,1.5025294648545668
991,247,1,107,413,660,0,3413.0,13.817813765182187,2.191136720622196
992,248,1,96,413,661,0,3129.0,12.616935483870968,2.9652848880157436
993,247,1,90,415,662,0,2945.0,11.923076923076923,3.6948587188807465
994,245,1,85,417,662,0,2855.0,11.653061224489797,4.355107699636583
995,246,1,85,417,663,0,2802.0,11.390243902439025,4.856375864080643
996,246,2,80,417,663,0,2782.0,11.308943089430894,5.283619642833714
997,247,1,79,417,664,0,2745.0,11.11336032388664,5.496585134970368
998,248,1,77,417,665,0,2714.0,10.943548387096774,5.666834326881108
999,247,1,78,419,666,0,2702.0,10.93927125506073,5.6686323690131175
1000,246,1,78,420,666,0,2745.0,11.158536585365853,5.655352815493538
1001,244,2,84,422,666,0,2829.0,11.594262295081966,5.5875203695670885
1002,242,1,88,426,668,0,2870.0,11.859504132231406,5.40070848665264
1003,241,1,90,427,668,0,2959.0,12.278008298755188,5.384814268642285
1004,240,2,98,428,668,0,3057.0,12.7375,5.301144550209812
1005,241,2,101,428,669,0,3157.0,13.099585062240664,5.165894016637168
1006,241,2,104,428,669,0,3259.0,13.522821576763485,5.01897461191469
1007,242,2,112,428,670,0,3370.0,13.925619834710744,4.763408568741352
1008,241,2,116,430,671,0,3485.0,14.46058091286307,4.510434974111937
1009,241,2,119,430,671,0,3604.0,14.95435684647303,4.317031333379895
1010,242,1,127,431,673,0,3729.0,15.409090909090908,4.108576847320386
1011,242,1,130,432,674,0,3851.0,15.913223140495868,3.8917588245866277
1012,242,1,137,432,674,0,3988.0,16.479338842975206,3.7581500389349913
1013,243,1,140,432,675,0,4127.0,16.983539094650205,3.6416630981419726
1014,244,1,148,432,676,0,4274.0,17.516393442622952,3.517684589690928
1015,244,1,150,432,676,0,4424.0,18.131147540983605,3.351960535907759
1016,243,1,154,434,677,0,4577.0,18.83539094650206,3.1904507798575663
1017,243,1,161,435,678,0,4737.0,19.493827160493826,3.05827644559762
1018,243,1,164,435,678,0,4901.0,20.16872427983539,2.9438095276442895
1019,243,2,165,435,678,0,5049.0,20.77777777777778,2.837477158396622
1020,244,1,161,436,680,0,4962.0,20.33606557377049,2.634784110148922
1021,244,1,156,436,680,0,4992.0,20.459016393442624,2.4907691827962712
1022,244,2,157,436,680,0,5101.0,20.90573770491803,2.462550296443666
1023,245,2,160,436,681,0,5245.0,21.408163265306122,2.4750691004822385
1024,245,1,162,437,682,0,5393.0,22.012244897959185,2.5455797202307937
1025,246,1,166,437,683,0,5557.0,22.589430894308943,2.6166511541953894
1026,246,1,167,438,684,0,5722.0,23.260162601626018,2.6380670025029
1027,246,1,168,438,684,0,5890.0,23.943089430894307,2.6768122938420973
1028,247,1,171,438,685,0,6060.0,24.534412955465587,2.6233701263278744
1029,248,1,171,438,686,0,6230.0,25.120967741935484,2.63754127824797
1030,248,1,171,438,686,0,6401.0,25.81048387096774,2.590686145583446
1031,249,1,169,438,687,0,6468.0,25.97590361445783,2.584293477264
1032,250,1,170,438,688,0,6617.0,26.468,2.4844983397013185
1033,250,1,173,438,688,0,6781.0,27.124,2.468322942909271
1034,249,2,175,439,688,0,6956.0,27.93574297188755,2.391682181368066
1035,250,2,141,439,689,0,6087.0,24.348,2.622869126533655
1036,250,2,123,439,689,0,5729.0,22.916,2.8559129890134924
1037,251,2,113,439,690,0,5490.0,21.872509960159363,3.1528630164863114
1038,252,2,111,439,691,0,5407.0,21.456349206349206,3.4684427633804296
1039,252,2,109,439,691,0,5310.0,21.071428571428573,3.7736313730068605
1040,253,2,105,439,692,0,5099.0,20.154150197628457,4.07902305234587
1041,251,2,105,442,693,0,5036.0,20.06374501992032,4.22736642621125
1042,252,1,107,442,694,0,4986.0,19.785714285714285,4.304126086220269
1043,252,1,105,443,695,0,4949.0,19.63888888888889,4.286720683935748
1044,252,1,108,444,696,0,4946.0,19.626984126984127,4.259646178164959
1045,252,1,111,444,696,0,4991.0,19.805555555555557,4.290013312222029
1046,253,1,115,444,697,0,4996.0,19.74703557312253,4.153497415369982
1047,252,1,116,446,698,0,5068.0,20.11111111111111,3.9535330271279068
1048,252,1,122,446,698,0,5083.0,20.17063492063492,3.8729702924569236
1049,252,1,128,447,699,0,5143.0,20.408730158730158,3.6358578399708574
1050,253,1,123,447,700,0,4999.0,19.75889328063241,3.4147874227543724
1051,251,1,124,449,700,0,4964.0,19.776892430278885,3.16007538866951
1052,252,1,130,449,701,0,5024.0,19.936507936507937,3.015249750801431
1053,251,2,134,450,701,0,5093.0,20.290836653386453,2.940228722016953
1054,250,2,139,451,701,0,5113.0,20.452,2.9456389559782448
1055,251,2,140,451,702,0,5135.0,20.45816733067729,2.94908575392107
1056,251,2,145,452,703,0,5279.0,21.03187250996016,2.839574784165771
1057,251,2,146,452,703,0,5397.0,21.50199203187251,2.7539114281533257
1058,252,2,153,452,704,0,5548.0,22.015873015873016,2.5447817470149
1059,252,2,156,453,705,0,5700.0,22.61904761904762,2.2167414674548027
1060,253,1,161,453,706,0,5802.0,22.932806324110672,2.052032784801679
1061,254,1,170,453,707,0,5951.0,23.429133858267715,1.9563300233117156
1062,255,1,178,453,708,0,6128.0,24.031372549019608,1.856673766531179
1063,255,1,183,453,708,0,6309.0,24.741176470588236,1.743368621164613
1064,256,1,191,453,709,0,6493.0,25.36328125,1.6417051355617467
1065,257,1,193,453,710,0,6683.0,26.003891050583658,1.5999450334894187
1066,257,1,198,453,710,0,6880.0,26.770428015564203,1.5897659347389725
1067,257,1,197,454,711,0,7074.0,27.525291828793776,1.5755533015398262
1068,258,1,200,454,712,0,7273.0,28.189922480620154,1.5345011832548947
1069,258,1,203,454,712,0,7476.0,28.976744186046513,1.493063207526866
1070,258,1,205,455,713,0,7679.0,29.76356589147287,1.4067954489826497
1071,259,1,207,455,714,0,7885.0,30.444015444015445,1.4139478647355934
1072,259,1,209,455,714,0,8094.0,31.25096525096525,1.3713761519380405
1073,259,1,212,456,715,0,8305.0,32.06563706563706,1.2686391000414792
1074,259,2,211,456,715,0,8516.0,32.88030888030888,1.2366191962210216
1075,258,2,214,457,715,0,8730.0,33.83720930232558,1.1730690034121865
1076,258,2,219,458,716,0,8948.0,34.68217054263566,1.076227581939493
1077,258,2,221,459,717,0,9168.0,35.53488372093023,0.9689916049873408
1078,258,2,223,459,717,0,9391.0,36.39922480620155,0.8962985761839499
1079,259,2,226,459,718,0,9616.0,37.12741312741313,0.8210263862375883
1080,260,2,160,459,719,0,7584.0,29.16923076923077,1.281662262978964
1081,260,2,130,459,719,0,6727.0,25.873076923076923,1.8785436671844506
1082,261,2,118,459,720,0,6294.0,24.114942528735632,2.5423103438336065
1083,262,2,114,459,721,0,6014.0,22.954198473282442,3.182487259186144
1084,262,2,112,459,721,0,5843.0,22.301526717557252,3.8295591610679804
1085,263,2,110,459,722,0,5670.0,21.55893536121673,4.268220591316494
1086,264,2,107,459,723,0,5536.0,20.96969696969697,4.61418400556966
1087,264,2,104,459,723,0,5388.0,20.40909090909091,4.899053690707653
1088,264,2,103,460,724,0,5252.0,19.893939393939394,4.928939837601406
1089,264,2,104,461,725,0,5307.0,20.102272727272727,4.93211775948568
1090,261,2,106,464,725,0,5244.0,20.091954022988507,4.92168503230387
1091,261,2,109,465,726,0,5149.0,19.727969348659006,4.781978174017945
1092,262,1,113,466,728,0,5060.0,19.31297709923664,4.6051004942904346
1093,262,1,114,466,728,0,5014.0,19.137404580152673,4.527306563266464
1094,262,1,120,467,729,0,4974.0,18.984732824427482,4.356354344736337
1095,260,2,127,469,729,0,5003.0,19.24230769230769,4.1711204877825505
1096,261,1,133,469,730,0,5135.0,19.674329501915707,4.0038917036533785
1097,261,1,139,470,731,0,5273.0,20.203065134099617,3.826133258495356
1098,261,1,143,471,732,0,5415.0,20.74712643678161,3.6286186843789436
1099,260,1,148,472,732,0,5563.0,21.396153846153847,3.5080445574601224
1100,260,1,151,473,733,0,5713.0,21.973076923076924,3.4153561330465094
1101,259,1,155,475,734,0,5815.0,22.45173745173745,3.1831259609125957
1102,259,1,159,475,734,0,5966.0,23.034749034749034,3.0616346050132153
1103,260,1,164,475,735,0,6124.0,23.553846153846155,2.9388265831896736
1104,261,1,170,475,736,0,6266.0,24.007662835249043,2.775171239783097
1105,261,1,173,475,736,0,6427.0,24.624521072796934,2.744227714617342
1106,262,1,178,475,737,0,6593.0,25.16412213740458,2.6923919263828884
1107,263,1,182,475,738,0,6763.0,25.714828897338403,2.6587673434807586
1108,262,1,184,476,738,0,6938.0,26.480916030534353,2.6359195760003002
1109,262,2,185,476,738,0,7109.0,27.133587786259543,2.5536945629230043
1110,264,1,186,476,740,0,7169.0,27.15530303030303,2.4889426372097034
1111,263,1,179,477,740,0,7265.0,27.623574144486692,2.533437261566435
1112,264,1,182,477,741,0,7428.0,28.136363636363637,2.6153348900216935
1113,265,1,183,477,742,0,7594.0,28.656603773584905,2.699312594835546
1114,263,1,183,479,742,0,7777.0,29.570342205323193,2.74243057567843
1115,264,1,185,479,743,0,7961.0,30.15530303030303,2.7820482361799015
1116,264,1,186,480,744,0,8146.0,30.856060606060606,2.6908463556384388
1117,264,1,186,480,744,0,8332.0,31.560606060606062,2.6226689475852143
1118,265,1,187,480,745,0,8517.0,32.13962264150943,2.5236861322583057
1119,266,1,190,480,746,0,8706.0,32.72932330827068,2.4477692045915007
1120,265,1,192,481,746,0,8898.0,33.577358490566034,2.347804593599107
1121,266,1,196,481,747,0,9070.0,34.097744360902254,2.2391820565575915
1122,266,1,195,482,748,0,9227.0,34.68796992481203,2.18372192653391
1123,266,1,193,482,748,0,9418.0,35.40601503759399,2.098037008495017
1124,267,1,195,482,749,0,9550.0,35.767790262172284,1.9957563932964075
1125,266,1,162,484,750,0,8621.0,32.409774436090224,2.1784558556422295
1126,266,1,150,484,750,0,8285.0,31.146616541353385,2.4552550829776627
1127,266,1,148,485,751,0,8204.0,30.842105263157894,2.779503609602348
1128,265,1,144,487,752,0,8168.0,30.82264150943396,3.0578174461644356
1129,264,1,142,488,752,0,8205.0,31.079545454545453,3.2778304564039953
1130,265,1,138,488,753,0,8128.0,30.671698113207547,3.448416084374172
1131,265,1,140,489,754,0,8153.0,30.766037735849057,3.592956030435319
1132,264,1,139,490,754,0,8190.0,31.022727272727273,3.5482520806573
1133,264,1,140,491,755,0,8249.0,31.24621212121212,3.455425103071498
1134,265,1,142,491,756,0,8320.0,31.39622641509434,3.379592100690518
1135,265,1,145,491,756,0,8389.0,31.656603773584905,3.3047413736884663
1136,265,1,147,492,757,0,8461.0,31.928301886792454,3.1814258931404766
1137,264,2,148,493,757,0,8536.0,32.333333333333336,3.0575952248853975
1138,264,2,156,493,757,0,8686.0,32.90151515151515,2.9593658607251943
1139,265,2,158,493,758,0,8772.0,33.10188679245283,2.816216497871131
1140,265,2,158,494,759,0,8724.0,32.92075471698113,2.6786893218102934
1141,263,2,158,496,759,0,8805.0,33.47908745247148,2.642546193772941
1142,263,2,163,497,760,0,8898.0,33.832699619771866,2.614698303754952
1143,264,2,164,497,761,0,8992.0,34.06060606060606,2.5003628715553385
1144,264,2,166,497,761,0,9090.0,34.43181818181818,2.361394624748245
1145,265,2,173,497,762,0,9260.0,34.943396226415096,2.236833337413874
1146,265,3,176,497,762,0,9383.0,35.40754716981132,2.1745277928952675
1147,265,3,179,497,762,0,9511.0,35.89056603773585,2.0667187525731516
1148,266,3,182,497,763,0,9686.0,36.41353383458647,1.9762450575932522
1149,266,3,185,498,764,0,9870.0,37.10526315789474,1.87796787206305
1150,265,3,190,499,764,0,10060.0,37.9622641509434,1.8136472865332873
1151,266,3,193,499,765,0,10252.0,38.54135338345865,1.7433966021752405
1152,266,3,197,500,766,0,10448.0,39.278195488721806,1.6210859330404925
1153,266,3,201,500,766,0,10649.0,40.03383458646616,1.5646686276600272
1154,266,3,205,501,767,0,10793.0,40.57518796992481,1.4842389897942534
1155,267,3,207,501,768,0,10939.0,40.97003745318352,1.452253494818935
1156,267,3,209,501,768,0,11123.0,41.659176029962545,1.4197819241319138
1157,267,3,216,502,769,0,11338.0,42.46441947565543,1.3294700495846803
1158,268,3,219,502,770,0,11553.0,43.10820895522388,1.2473048270194886
1159,267,3,218,503,770,0,11742.0,43.97752808988764,1.117548389161883
1160,268,3,222,503,771,0,11960.0,44.62686567164179,1.0679402138130805
1161,269,3,223,503,772,0,12182.0,45.28624535315985,1.011437093937444
1162,268,3,228,504,772,0,12404.0,46.28358208955224,0.9604121254665856
1163,269,3,229,504,773,0,12627.0,46.940520446096656,0.9561584757901288
1164,270,3,230,504,774,0,12856.0,47.614814814814814,0.9246400430867805
1165,269,3,233,505,774,0,13089.0,48.657992565055764,0.8431903609441557
1166,270,3,234,505,775,0,13320.0,49.333333333333336,0.8002622926623142
1167,270,4,236,505,775,0,13556.0,50.20740740740741,0.7584447786397247
1168,269,4,237,506,775,0,13793.0,51.27509293680298,0.6942384194788489
1169,270,4,240,506,776,0,14032.0,51.97037037037037,0.6998951325925186
1170,271,4,167,506,777,0,12037.0,44.4169741697417,1.216766721556509
1171,271,4,140,506,777,0,11426.0,42.162361623616235,1.830218838486863
1172,272,4,132,506,778,0,11144.0,40.970588235294116,2.4448461722421784
1173,273,4,127,506,779,0,11067.0,40.53846153846154,2.9934644356710596
1174,273,4,127,506,779,0,11069.0,40.54578754578755,3.5432491671096598
1175,274,4,130,506,780,0,11098.0,40.503649635036496,3.9687932619933854
1176,274,4,130,507,781,0,11146.0,40.67883211678832,4.227823518386056
1177,273,4,130,508,781,0,11196.0,41.010989010989015,4.419460533975224
1178,273,4,134,509,782,0,11246.0,41.1941391941392,4.477632137087482
1179,272,4,133,511,783,0,11286.0,41.49264705882353,4.417407758721957
