step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed
1560,335,5,230,701,1036,11,10928.0,32.62089552238806,2.22915242293415
1561,332,5,225,704,1036,11,10945.0,32.96686746987952,2.203961739790131
1562,333,5,223,704,1037,11,11006.0,33.051051051051054,2.24723725424771
1563,333,6,223,704,1037,11,11121.0,33.3963963963964,2.3558719620481368
1564,332,6,217,705,1037,11,11209.0,33.76204819277108,2.412638258621916
1565,333,6,216,705,1038,11,11268.0,33.83783783783784,2.4954779454931773
1566,333,6,214,706,1039,11,11394.0,34.21621621621622,2.5192988212730523
1567,334,5,216,706,1040,11,11545.0,34.56586826347306,2.552946702865489
1568,336,4,220,706,1042,11,11647.0,34.663690476190474,2.5379576424567616
1569,335,4,226,708,1043,11,11842.0,35.34925373134328,2.4976647106349548
1570,334,4,219,709,1043,11,11956.0,35.796407185628745,2.5219813703005047
1571,335,4,222,709,1044,11,12070.0,36.02985074626866,2.4907559963170747
1572,335,4,223,710,1045,11,12180.0,36.35820895522388,2.429400915253072
1573,335,4,226,710,1045,11,12329.0,36.80298507462687,2.3244520463683203
1574,336,4,226,710,1046,11,12385.0,36.86011904761905,2.1858490401630433
1575,337,4,197,710,1047,11,11575.0,34.347181008902076,2.2882080735727883
1576,336,4,187,711,1047,11,11133.0,33.13392857142857,2.436540954511141
1577,336,5,181,711,1047,11,10926.0,32.517857142857146,2.6295110300579325
1578,337,5,180,711,1048,11,10863.0,32.23442136498517,2.827991733542426
1579,336,5,176,712,1048,11,10816.0,32.19047619047619,2.9642897490495366
1580,338,4,178,712,1050,11,10663.0,31.547337278106507,3.0617855581671614
1581,338,4,179,713,1051,11,10587.0,31.32248520710059,3.064855655848398
1582,337,4,176,714,1051,11,10530.0,31.246290801186944,2.983417813958137
1583,337,4,178,715,1052,11,10458.0,31.032640949554896,2.86960103567633
1584,337,4,182,716,1053,11,10477.0,31.089020771513354,2.8399353974998904
1585,336,4,183,717,1053,11,10500.0,31.25,2.8713312946436282
1586,336,4,188,718,1054,11,10547.0,31.389880952380953,2.9046930099398827
1587,336,4,187,719,1055,11,10596.0,31.535714285714285,2.922652734744398
1588,333,4,187,722,1055,11,10639.0,31.94894894894895,2.869015880219802
1589,333,4,191,723,1056,11,10725.0,32.207207207207205,2.7901133074260556
1590,334,4,189,723,1057,11,10731.0,32.12874251497006,2.7308927695794214
1591,333,4,183,724,1057,11,10786.0,32.390390390390394,2.6804772786829787
1592,334,4,189,724,1058,11,10908.0,32.65868263473054,2.6428390391039995
1593,334,4,189,725,1059,11,11032.0,33.02994011976048,2.6225338393876307
1594,334,4,194,725,1059,11,11167.0,33.43413173652694,2.6055369630087264
1595,335,4,198,725,1060,11,11304.0,33.74328358208955,2.507671485528244
1596,335,4,204,726,1061,11,11500.0,34.32835820895522,2.2805941648688886
1597,335,4,205,726,1061,11,11529.0,34.41492537313433,2.122845242420602
1598,336,4,211,726,1062,11,11630.0,34.61309523809524,1.9716902679084956
1599,336,4,219,727,1063,11,11843.0,35.24702380952381,1.8901867980875249
1600,335,4,227,728,1063,11,12070.0,36.02985074626866,1.7655316982075637
1601,335,4,238,729,1064,11,12299.0,36.713432835820896,1.6613040794738334
1602,336,4,241,729,1065,11,12531.0,37.294642857142854,1.603796610006811
1603,336,4,245,729,1065,11,12765.0,37.99107142857143,1.5295071335196089
1604,337,4,250,729,1066,11,12967.0,38.47774480712166,1.5103076524862846
1605,338,4,254,729,1067,11,13186.0,39.01183431952663,1.4885634320988645
1606,337,4,260,730,1067,11,13438.0,39.875370919881306,1.4615122535433043
1607,338,4,259,730,1068,11,13612.0,40.27218934911242,1.4444491356932332
1608,339,4,260,730,1069,11,13858.0,40.87905604719764,1.414013531289365
1609,339,4,262,730,1069,11,14108.0,41.6165191740413,1.2936879843929459
1610,339,4,269,731,1070,11,14376.0,42.4070796460177,1.2175262060193848
1611,339,4,272,732,1071,11,14644.0,43.1976401179941,1.135581023364963
1612,339,4,275,732,1071,11,14914.0,43.99410029498525,1.0715818523310772
1613,339,4,280,733,1072,11,15191.0,44.81120943952802,1.0409689002538123
1614,340,4,288,733,1073,11,15478.0,45.523529411764706,0.9865423991709923
1615,340,4,290,733,1073,11,15768.0,46.37647058823529,0.9291776599843082
1616,341,4,294,733,1074,11,16061.0,47.09970674486804,0.8387256759439307
1617,342,4,296,733,1075,11,16352.0,47.812865497076025,0.7853562502024886
1618,342,4,296,733,1075,11,16530.0,48.333333333333336,0.7688629459242498
1619,343,4,302,733,1076,11,16831.0,49.06997084548105,0.725740594261757
1620,343,4,237,734,1077,12,14472.0,42.19241982507289,1.0341481028171624
1621,342,4,207,735,1077,12,13817.0,40.400584795321635,1.461464865604704
1622,343,4,191,735,1078,12,12992.0,37.87755102040816,2.0124259593203893
1623,343,4,181,736,1079,12,12360.0,36.034985422740526,2.5582855369910966
1624,343,4,177,736,1079,12,11868.0,34.60058309037901,3.060501034763152
1625,344,4,178,736,1080,12,11411.0,33.17151162790697,3.4143593377355206
1626,344,4,176,737,1081,12,10788.0,31.36046511627907,3.567517442972576
1627,342,4,175,739,1081,12,10139.0,29.646198830409357,3.6566273365434023
1628,342,4,177,740,1082,12,9477.0,27.710526315789473,3.6709940331794275
1629,342,4,175,741,1083,12,8681.0,25.383040935672515,3.673878865316179
1630,341,4,175,742,1083,12,8725.0,25.58651026392962,3.657809987424083
1631,341,5,180,742,1083,12,8815.0,25.85043988269795,3.6480271097586283
1632,341,4,185,744,1085,12,8887.0,26.06158357771261,3.525548176393924
1633,341,4,189,744,1085,12,8969.0,26.302052785923753,3.455797890796458
1634,342,4,193,744,1086,12,9076.0,26.538011695906434,3.326014324229824
1635,343,4,196,744,1087,12,9206.0,26.839650145772595,3.1569764392059545
1636,342,4,202,745,1087,12,9341.0,27.31286549707602,2.950549743246245
1637,342,5,211,745,1087,12,9490.0,27.748538011695906,2.843807756650627
1638,342,5,214,746,1088,12,9625.0,28.14327485380117,2.7550825502956076
1639,341,5,216,747,1088,12,9700.0,28.44574780058651,2.6771412895087296
1640,340,5,217,749,1089,12,9850.0,28.970588235294116,2.513937717599303
1641,341,5,225,749,1090,12,9948.0,29.173020527859236,2.3990862510794035
1642,341,5,228,749,1090,12,10038.0,29.436950146627566,2.3520999432397067
1643,342,5,232,749,1091,12,10076.0,29.461988304093566,2.3203931794057255
1644,340,5,237,752,1092,12,10179.0,29.938235294117646,2.2389883822446444
1645,339,5,240,753,1092,12,10290.0,30.353982300884955,2.1744913139748796
1646,339,5,242,754,1093,12,10379.0,30.616519174041297,2.0929908428671045
1647,340,5,245,754,1094,12,10544.0,31.011764705882353,2.0223529410208285
1648,340,5,244,754,1094,12,10710.0,31.5,2.054114915836794
1649,341,5,249,754,1095,12,10869.0,31.873900293255133,2.020430586329053
1650,341,5,244,755,1096,12,10864.0,31.85923753665689,2.047690431165155
1651,341,5,238,755,1096,12,10907.0,31.98533724340176,2.0804214194957136
1652,341,5,236,756,1097,12,11103.0,32.56011730205279,2.1200247264971614
1653,342,5,232,756,1098,12,11184.0,32.70175438596491,2.1653905269774785
1654,341,5,234,757,1098,12,11308.0,33.16129032258065,2.203277729989926
1655,342,5,235,757,1099,12,11469.0,33.53508771929825,2.238490452369362
1656,343,5,237,757,1100,12,11639.0,33.932944606414,2.2253668758968117
1657,341,5,239,759,1100,12,11854.0,34.76246334310851,2.1919624261164614
1658,340,6,239,760,1100,12,12072.0,35.50588235294118,2.1678087227318423
1659,342,5,246,760,1102,12,12298.0,35.95906432748538,2.0397947070929963
1660,342,5,245,760,1102,12,12491.0,36.5233918128655,1.966162416856454
1661,343,5,244,760,1103,12,12672.0,36.94460641399417,1.9098149617015254
1662,343,5,246,761,1104,12,12877.0,37.542274052478135,1.8423126790453166
1663,343,5,246,761,1104,12,13114.0,38.2332361516035,1.8406606590103132
1664,343,5,248,762,1105,12,13244.0,38.61224489795919,1.8270182567023703
1665,344,5,217,762,1106,12,12345.0,35.88662790697674,2.0425899786713946
1666,344,5,202,762,1106,12,11981.0,34.82848837209303,2.2706322167445356
1667,345,5,199,762,1107,12,11774.0,34.12753623188406,2.4956041823646733
1668,343,5,192,765,1108,12,11659.0,33.99125364431487,2.6681066305933734
1669,342,5,190,766,1108,12,11608.0,33.941520467836256,2.809419368541046
1670,343,5,190,766,1109,12,11578.0,33.755102040816325,2.954191276767992
1671,344,5,189,766,1110,12,11619.0,33.776162790697676,3.078962635083183
1672,343,5,192,767,1110,12,11674.0,34.034985422740526,3.1177713187998677
1673,344,5,197,767,1111,12,11798.0,34.29651162790697,3.1206398404663864
1674,345,5,198,767,1112,12,11886.0,34.45217391304348,2.998753817827217
1675,345,5,197,767,1112,12,11906.0,34.51014492753623,2.9290442405650925
1676,344,5,198,769,1113,12,11962.0,34.77325581395349,2.789507904975568
1677,345,5,201,769,1114,12,12032.0,34.87536231884058,2.6953593401917253
1678,344,5,202,770,1114,12,12109.0,35.200581395348834,2.6254402912004573
1679,342,5,209,773,1115,12,12232.0,35.76608187134503,2.497152909314262
1680,342,5,209,774,1116,12,12250.0,35.8187134502924,2.386959294578147
1681,342,5,212,774,1116,12,12397.0,36.248538011695906,2.282071255647057
1682,343,5,219,774,1117,12,12554.0,36.60058309037901,2.269981257111709
1683,343,6,226,774,1117,12,12719.0,37.08163265306123,2.211695786208938
1684,343,5,233,775,1118,12,12951.0,37.75801749271137,2.0666448771317443
1685,342,5,239,777,1119,12,13127.0,38.38304093567251,1.9572475402702896
1686,343,5,241,777,1120,12,13319.0,38.83090379008746,1.91444364816998
1687,342,5,244,778,1120,12,13472.0,39.39181286549707,1.836723233909871
1688,343,5,250,778,1121,12,13684.0,39.89504373177842,1.6755816737239313
1689,344,5,255,778,1122,12,13901.0,40.40988372093023,1.512928093302108
1690,344,5,256,778,1122,12,14156.0,41.151162790697676,1.324881737952717
1691,345,4,269,779,1124,12,14418.0,41.791304347826085,1.268727474235612
1692,345,4,272,780,1125,12,14438.0,41.84927536231884,1.2329114873832407
1693,345,4,277,780,1125,12,14490.0,42.0,1.2041886596011993
1694,345,5,277,780,1125,12,14587.0,42.28115942028985,1.1908385621098667
1695,345,5,281,781,1126,12,14687.0,42.571014492753626,1.194253407617551
1696,344,5,282,782,1126,12,14791.0,42.997093023255815,1.1809372844318178
1697,344,5,283,783,1127,12,14868.0,43.22093023255814,1.154556876903012
1698,344,5,279,784,1128,12,14928.0,43.395348837209305,1.129847419398496
1699,343,5,278,785,1128,12,15024.0,43.80174927113703,1.1156754630362347
1700,343,6,282,785,1128,12,15137.0,44.13119533527697,1.0581464130623688
1701,345,5,283,785,1130,12,15253.0,44.21159420289855,1.0093896765562098
1702,345,5,285,785,1130,12,15439.0,44.75072463768116,0.9339476911122785
1703,346,5,290,785,1131,12,15728.0,45.456647398843934,0.9005322572635415
1704,347,5,294,785,1132,12,15941.0,45.93948126801153,0.8742041491072451
1705,348,4,293,785,1133,12,16208.0,46.57471264367816,0.8779815309982987
1706,349,4,298,785,1134,12,16498.0,47.27220630372493,0.9032325280840121
1707,350,4,298,785,1135,12,16790.0,47.97142857142857,0.8934464025978738
1708,350,4,298,785,1135,12,17084.0,48.81142857142857,0.8417620974896759
1709,351,4,301,785,1136,12,17381.0,49.51851851851852,0.6890313421420404
1710,352,4,232,785,1137,12,15557.0,44.19602272727273,1.0524476115816042
1711,352,4,207,785,1137,12,15012.0,42.64772727272727,1.5038843496197976
1712,353,4,200,785,1138,12,14857.0,42.08781869688385,1.9575025138636295
1713,353,4,197,786,1139,12,14740.0,41.756373937677054,2.4495440214200612
1714,353,4,191,786,1139,12,14734.0,41.73937677053824,2.8602701508101567
1715,354,4,191,786,1140,12,14753.0,41.675141242937855,3.139367516298319
1716,354,4,191,787,1141,12,14797.0,41.79943502824859,3.324054786567779
1717,353,4,193,788,1141,12,14851.0,42.07082152974504,3.390360308940591
1718,352,4,193,790,1142,12,14931.0,42.41761363636363,3.295918311002105
1719,353,4,197,790,1143,12,15009.0,42.51841359773371,3.299390924496794
1720,352,4,200,791,1143,12,15136.0,43.0,3.240192815533133
1721,351,4,203,793,1144,12,15230.0,43.39031339031339,3.1365883079431742
1722,350,4,204,795,1145,13,15033.0,42.95142857142857,3.0965375490133438
1723,351,3,207,795,1146,13,14873.0,42.37321937321937,3.0360581825987434
1724,352,3,210,795,1147,13,14718.0,41.8125,3.017671617692479
1725,352,4,213,795,1147,13,14550.0,41.33522727272727,3.0018283562851193
1726,352,4,214,795,1147,13,14318.0,40.67613636363637,2.9716074699591686
1727,353,4,221,795,1148,13,14110.0,39.97167138810198,2.863841375610583
1728,353,3,222,797,1150,13,13905.0,39.390934844192635,2.7609927939787386
1729,352,3,223,798,1150,13,13703.0,38.92897727272727,2.7018399099607104
1730,353,3,224,798,1151,13,13502.0,38.24929178470255,2.6577795397968
1731,354,3,223,798,1152,13,13247.0,37.42090395480226,2.6403257635832675
1732,354,3,227,798,1152,13,13280.0,37.51412429378531,2.634158705945658
1733,355,3,230,798,1153,13,13045.0,36.74647887323944,2.621133368973564
1734,356,3,230,798,1154,13,12858.0,36.11797752808989,2.614623794155714
1735,356,3,232,798,1154,13,12689.0,35.64325842696629,2.58227253501282
1736,357,3,234,798,1155,13,12844.0,35.977591036414566,2.5420154034433673
1737,357,3,234,799,1156,13,12811.0,35.88515406162465,2.4406554215810123
1738,357,3,238,799,1156,13,12828.0,35.9327731092437,2.4015902313899584
1739,358,3,238,799,1157,13,12812.0,35.787709497206706,2.313098151340121
1740,359,3,237,799,1158,13,12512.0,34.852367688022284,2.3031567648859386
1741,358,3,232,800,1158,13,12346.0,34.486033519553075,2.322499795616766
1742,359,3,229,800,1159,13,12198.0,33.977715877437326,2.3903938090682955
1743,360,3,230,800,1160,13,12108.0,33.63333333333333,2.433462915094686
1744,357,3,226,803,1160,13,12020.0,33.66946778711485,2.3766116430005426
1745,357,3,224,804,1161,13,11894.0,33.31652661064426,2.3715388244570743
1746,357,4,228,804,1161,13,11821.0,33.11204481792717,2.452894382041441
1747,354,4,231,807,1161,13,11809.0,33.35875706214689,2.443155772580989
1748,355,3,235,808,1163,13,11853.0,33.388732394366194,2.475798010606791
1749,356,3,240,808,1164,13,12082.0,33.938202247191015,2.475243439935944
1750,356,3,236,808,1164,13,12160.0,34.157303370786515,2.4393439084608115
1751,357,3,237,808,1165,13,12203.0,34.182072829131656,2.3814294106843787
1752,357,4,237,808,1165,13,12273.0,34.378151260504204,2.294096370989683
1753,357,4,239,808,1165,13,12364.0,34.63305322128851,2.1360682070040653
1754,358,4,247,808,1166,13,12362.0,34.53072625698324,2.0089936476614207
1755,359,4,218,808,1167,13,11331.0,31.56267409470752,2.131894053448039
1756,359,4,199,808,1167,13,10824.0,30.15041782729805,2.348066239763452
1757,357,5,195,810,1167,13,10605.0,29.705882352941178,2.5794196785452614
1758,355,5,195,813,1168,13,10469.0,29.49014084507042,2.7157916916054163
1759,353,4,195,816,1169,13,10309.0,29.203966005665723,2.865104198301501
1760,354,4,192,816,1170,13,10032.0,28.338983050847457,2.9574465442245046
1761,354,4,191,817,1171,13,9873.0,27.889830508474578,3.0651349869639306
1762,355,3,194,817,1172,13,9784.0,27.56056338028169,3.037268556337024
1763,355,3,197,818,1173,13,9661.0,27.214084507042255,2.917165281085039
1764,356,3,198,818,1174,13,9540.0,26.797752808988765,2.878586439838935
1765,355,3,201,819,1174,13,9464.0,26.659154929577465,2.815998771295444
1766,355,3,204,820,1175,13,9470.0,26.676056338028168,2.712426389924377
1767,355,3,207,821,1176,13,9502.0,26.76619718309859,2.5770323409013804
1768,355,3,216,821,1176,13,9481.0,26.707042253521127,2.461048767177736
1769,353,4,219,823,1176,13,9590.0,27.1671388101983,2.2597960306217795
1770,353,5,217,823,1176,13,9450.0,26.770538243626063,2.137647071167056
1771,354,4,223,823,1177,13,9470.0,26.75141242937853,2.03162513339912
1772,356,3,225,823,1179,13,9601.0,26.969101123595507,1.9920877065986093
1773,355,3,228,825,1180,13,9617.0,27.090140845070422,1.8988919548396546
1774,355,3,231,825,1180,13,9734.0,27.419718309859157,1.910795636614662
1775,356,3,235,825,1181,13,9882.0,27.758426966292134,1.891073534419374
1776,357,3,239,825,1182,13,10057.0,28.170868347338935,1.819124301554511
1777,356,3,241,826,1182,13,10274.0,28.859550561797754,1.7524869040028348
1778,357,3,248,826,1183,13,10520.0,29.467787114845937,1.6595423970315293
1779,358,3,255,826,1184,13,10773.0,30.092178770949722,1.56784407070778
1780,358,3,262,826,1184,13,11034.0,30.821229050279328,1.4824605579035042
1781,358,3,271,827,1185,13,11253.0,31.432960893854748,1.3406860873869733
1782,357,3,273,829,1186,13,11479.0,32.15406162464986,1.2181464426159043
1783,357,3,279,829,1186,13,11714.0,32.812324929971986,1.184470998493658
1784,358,3,284,829,1187,13,11997.0,33.51117318435754,1.120284879210665
1785,358,3,290,830,1188,13,12283.0,34.31005586592179,1.057081934579809
1786,358,3,289,830,1188,13,12567.0,35.10335195530726,1.0168948173325092
1787,359,3,294,830,1189,13,12859.0,35.81894150417827,1.0022598572385757
1788,359,3,299,831,1190,13,13157.0,36.64902506963789,0.9985539477462496
1789,359,3,301,831,1190,13,13458.0,37.4874651810585,0.9814347344842257
1790,360,3,307,831,1191,13,13764.0,38.233333333333334,0.9458463595686115
1791,360,3,310,832,1192,13,14073.0,39.09166666666667,0.8500428791955358
1792,360,3,310,832,1192,13,14383.0,39.952777777777776,0.8200665522366657
1793,359,4,314,833,1192,13,14697.0,40.938718662952645,0.7617873073316445
1794,360,4,316,833,1193,13,14995.0,41.65277777777778,0.7689527799735291
1795,360,4,316,833,1193,13,15268.0,42.41111111111111,0.7281613613729367
1796,361,3,320,834,1195,13,15552.0,43.0803324099723,0.6888219638356
1797,362,3,320,834,1196,13,15837.0,43.748618784530386,0.6603302736855671
1798,362,3,321,834,1196,13,16124.0,44.5414364640884,0.6413273074212913
1799,363,3,324,834,1197,13,16414.0,45.21763085399449,0.5880505720441566
1800,364,3,260,834,1198,13,14435.0,39.65659340659341,0.9256004954511879
1801,363,3,230,835,1198,13,13689.0,37.710743801652896,1.313106721132848
1802,364,3,216,835,1199,13,13391.0,36.78846153846154,1.7814866518412817
1803,365,3,211,835,1200,13,13263.0,36.33698630136986,2.2909637491666337
1804,365,3,206,835,1200,13,13204.0,36.175342465753424,2.716535857052042
1805,364,3,205,837,1201,13,13209.0,36.28846153846154,3.054927005273398
1806,363,3,203,838,1202,13,12929.0,35.617079889807165,3.2986650282974317
1807,362,3,199,839,1202,13,12652.0,34.950276243093924,3.384623421797795
1808,360,3,200,842,1203,13,12429.0,34.525,3.332477607035332
1809,359,3,204,844,1204,13,12300.0,34.26183844011142,3.3117720022371357
1810,359,3,204,844,1204,13,12178.0,33.92200557103064,3.235114825330241
1811,360,3,208,844,1205,13,12147.0,33.74166666666667,3.203071059520225
1812,359,3,208,846,1206,13,12152.0,33.84958217270195,3.037920970389223
1813,359,3,212,846,1206,13,12235.0,34.080779944289695,2.991910119297811
1814,360,3,221,846,1207,13,12454.0,34.59444444444444,2.918731326496195
1815,360,3,226,847,1208,13,12667.0,35.18611111111111,2.8143853358699578
1816,360,3,230,847,1208,13,12895.0,35.81944444444444,2.7903013193513364
1817,360,3,240,848,1209,13,13134.0,36.483333333333334,2.672579935944425
1818,361,3,243,848,1210,13,13360.0,37.00831024930748,2.6012826510077116
1819,360,3,247,849,1210,13,13607.0,37.797222222222224,2.5042916213177686
1820,360,3,250,850,1211,13,13848.0,38.46666666666667,2.3142396721018548
1821,361,3,255,850,1212,13,14016.0,38.825484764542935,2.2804415662185997
1822,361,3,258,850,1212,13,14189.0,39.30470914127424,2.313416418102371
1823,362,3,260,850,1213,13,14365.0,39.68232044198895,2.3357491641476735
1824,362,3,261,851,1214,13,14489.0,40.02486187845304,2.3321000756475936
1825,361,3,260,852,1214,13,14676.0,40.65373961218837,2.212201954619849
1826,361,3,261,853,1215,13,14865.0,41.177285318559555,2.1326372820320803
1827,362,3,262,853,1216,13,15053.0,41.5828729281768,2.065660025978057
1828,362,3,259,853,1216,13,15229.0,42.069060773480665,2.1143797155197417
1829,363,3,266,853,1217,13,15464.0,42.60055096418733,2.071739145076491
1830,363,3,257,854,1218,13,15478.0,42.63911845730028,2.094973201763976
1831,362,3,255,855,1218,13,15677.0,43.306629834254146,2.1287560554523304
1832,363,3,254,855,1219,13,15922.0,43.862258953168045,2.1981903951242545
1833,364,3,252,855,1220,13,16170.0,44.42307692307692,2.2418016411989012
1834,362,3,253,857,1220,13,16420.0,45.35911602209945,2.258374454050375
1835,362,3,257,858,1221,13,16676.0,46.06629834254144,2.2735282862121093
1836,362,3,262,859,1222,13,16937.0,46.78729281767956,2.2508612228334433
1837,361,3,258,860,1222,13,17125.0,47.43767313019391,2.225116804710746
1838,361,4,261,860,1222,13,17374.0,48.12742382271468,2.208702910614717
1839,361,4,261,861,1223,13,17625.0,48.822714681440445,2.176543351333618
1840,359,4,265,863,1223,13,17890.0,49.83286908077994,2.091653763053854
1841,358,4,267,865,1224,13,18136.0,50.659217877094974,1.960658714410867
1842,359,4,269,865,1225,13,18397.0,51.24512534818942,1.8541302745784387
1843,359,4,273,865,1225,13,18664.0,51.98885793871866,1.7575363293164503
1844,359,4,278,866,1226,13,18934.0,52.740947075208915,1.635985109500424
1845,360,4,247,866,1227,13,18191.0,50.53055555555556,1.6681076151090328
1846,360,4,234,866,1227,13,18009.0,50.025,1.8324640061170014
1847,361,4,231,866,1228,13,18042.0,49.97783933518006,2.051192489348497
1848,362,4,235,866,1229,13,18235.0,50.37292817679558,2.2681140247472094
1849,361,4,235,867,1229,13,18424.0,51.03601108033241,2.4146201147801674
1850,360,5,233,868,1229,13,18443.0,51.230555555555554,2.482216697907402
1851,361,5,233,868,1230,13,18554.0,51.39612188365651,2.5089058846927488
1852,361,5,232,868,1230,13,18705.0,51.81440443213297,2.4754149399689536
1853,361,4,239,870,1232,13,18862.0,52.24930747922438,2.4380500946613837
1854,362,3,244,871,1234,13,19024.0,52.552486187845304,2.3688215989736854
1855,362,3,247,871,1234,13,19192.0,53.01657458563536,2.318983028301534
1856,363,3,254,871,1235,13,19366.0,53.349862258953166,2.1923242287405573
1857,364,3,256,871,1236,13,19543.0,53.68956043956044,2.13591435437397
1858,364,3,262,871,1236,13,19805.0,54.40934065934066,2.068852271914062
1859,362,3,266,874,1237,13,19976.0,55.18232044198895,1.962497100210228
1860,362,3,264,875,1238,13,20167.0,55.709944751381215,1.9101787950217535
1861,360,3,268,877,1238,13,20435.0,56.763888888888886,1.8706031917500436
1862,360,3,269,878,1239,13,20670.0,57.416666666666664,1.816665394900258
1863,360,3,274,879,1240,13,20943.0,58.175,1.71112459597114
1864,359,3,278,880,1240,13,21221.0,59.11142061281337,1.5891610645956453
1865,358,4,281,881,1240,13,21502.0,60.06145251396648,1.4565902742881054
1866,359,4,290,881,1241,13,21791.0,60.6991643454039,1.4026130834430839
1867,359,4,291,881,1241,13,22082.0,61.50974930362117,1.3810829136544331
1868,359,5,295,881,1241,13,22375.0,62.325905292479106,1.3204343257455147
1869,361,5,298,881,1242,14,22672.0,62.80332409972299,1.267228313751948
1870,361,5,300,881,1242,14,22972.0,63.634349030470915,1.2137409603494784
1871,362,5,304,881,1243,14,23275.0,64.29558011049724,1.120991412939765
1872,364,4,307,881,1245,14,23580.0,64.78021978021978,1.0502809474848336
1873,364,4,310,881,1245,14,23890.0,65.63186813186813,0.9856703734650379
1874,363,4,312,883,1246,14,24201.0,66.6694214876033,0.8904710870305012
1875,364,4,318,883,1247,14,24518.0,67.35714285714286,0.9073889138886421
1876,363,4,319,884,1247,14,24837.0,68.42148760330579,0.8726601591075206
1877,364,4,322,884,1248,14,25158.0,69.11538461538461,0.8676461503317877
1878,365,4,325,884,1249,14,25482.0,69.81369863013698,0.8349029511786096
1879,365,4,324,884,1249,14,25806.0,70.7013698630137,0.8004564459913245
1880,366,4,327,884,1250,14,26113.0,71.34699453551913,0.7849396065472936
1881,367,4,327,884,1251,14,26439.0,72.04087193460491,0.7895913592818606
1882,366,4,329,885,1251,14,26768.0,73.13661202185793,0.7844778220468733
1883,367,4,332,885,1252,14,27099.0,73.83923705722071,0.7623534942685274
1884,368,4,332,885,1253,14,27430.0,74.53804347826087,0.7155349891880264
1885,368,4,332,885,1253,14,27762.0,75.44021739130434,0.640642092071799
1886,369,4,337,885,1254,14,28098.0,76.14634146341463,0.5502274541840831
1887,370,4,338,885,1255,14,28435.0,76.85135135135135,0.496567923402721
1888,370,4,341,885,1255,14,28776.0,77.77297297297298,0.5058691402814836
1889,371,4,345,885,1256,14,29120.0,78.49056603773585,0.4989681204777317
1890,373,3,273,885,1258,14,27075.0,72.58713136729223,0.881196796224737
1891,373,3,241,885,1258,14,26422.0,70.83646112600536,1.3295921506286115
1892,373,4,229,885,1258,14,26227.0,70.31367292225201,1.8739529999419626
1893,373,5,224,885,1258,14,26288.0,70.47721179624665,2.360521853042704
1894,370,5,223,888,1258,14,26391.0,71.32702702702703,2.733235869515195
1895,371,3,228,890,1261,14,26505.0,71.44204851752022,3.021469279628802
1896,370,3,228,892,1262,14,26652.0,72.03243243243243,3.1114610661379274
1897,369,3,228,893,1262,14,26800.0,72.62872628726288,3.1043279580089496
1898,368,3,231,895,1263,14,26951.0,73.23641304347827,3.012005258988285
1899,367,3,232,897,1264,14,27105.0,73.85558583106267,2.9103479675355555
1900,365,3,232,899,1264,14,27260.0,74.68493150684931,2.8895561799808434
1901,365,3,232,900,1265,14,27406.0,75.08493150684932,2.871996306089974
1902,363,3,234,903,1266,14,27626.0,76.10468319559229,2.8189412662726068
1903,362,3,238,904,1266,14,27849.0,76.93093922651934,2.901846097005464
1904,362,3,240,905,1267,14,28073.0,77.54972375690608,2.912430361026619
1905,362,3,239,906,1268,14,28303.0,78.18508287292818,2.8466633968741664
1906,361,3,240,907,1268,14,28540.0,79.05817174515235,2.739823515127926
1907,361,3,245,908,1269,14,28783.0,79.73130193905817,2.6358358102844264
1908,362,3,248,908,1270,14,29030.0,80.19337016574586,2.522695157877732
1909,362,3,254,908,1270,14,29284.0,80.89502762430939,2.424414783882745
1910,363,3,259,908,1271,14,29542.0,81.38292011019284,2.2784053849415935
1911,362,3,262,910,1272,14,29727.0,82.11878453038673,2.2112683566229827
1912,362,3,262,910,1272,14,29852.0,82.46408839779005,2.198965037134993
1913,363,3,263,910,1273,14,30045.0,82.76859504132231,2.1384810232044518
1914,364,3,266,910,1274,14,30243.0,83.08516483516483,2.088500597721649
1915,363,3,267,911,1274,14,30443.0,83.86501377410468,2.0554770280191073
1916,364,3,267,911,1275,14,30642.0,84.18131868131869,1.977037556713748
1917,364,4,271,911,1275,14,30850.0,84.75274725274726,1.8944241711663408
1918,364,4,274,911,1275,14,31056.0,85.31868131868131,1.774808704660609
1919,365,4,278,911,1276,14,31270.0,85.67123287671232,1.6767445785806785
1920,366,4,281,911,1277,14,31338.0,85.62295081967213,1.6787887826088372
1921,365,4,283,912,1277,14,31570.0,86.4931506849315,1.6759983329870176
1922,366,4,281,912,1278,14,31779.0,86.82786885245902,1.743722455383835
1923,367,4,282,912,1279,14,32025.0,87.26158038147139,1.7937445665813372
1924,365,4,283,914,1279,14,32286.0,88.45479452054795,1.7242143736971964
1925,366,4,286,914,1280,15,32262.0,88.14754098360656,1.6853281314978044
1926,366,4,285,915,1281,16,31691.0,86.58743169398907,1.6938022395375192
1927,366,4,283,915,1281,16,31150.0,85.10928961748634,1.7233321719357753
1928,365,4,281,917,1282,16,30897.0,84.64931506849315,1.7357781670105388
1929,364,4,280,919,1283,16,30634.0,84.15934065934066,1.7481434688751134
1930,363,4,281,920,1283,16,30675.0,84.50413223140495,1.7442492255849358
